,Wavenumber (cm-1),Best fit (AU),pseudo-voigt component 0 (AU),pseudo-voigt component 1 (AU),pseudo-voigt component 2 (AU),pseudo-voigt component 3 (AU)
453,3372.941,0.17892100942524722,1.828621873119223e-14,0.00015485196277773916,2.144591024585229e-16,1.821804322067596e-17
454,3374.87,0.17912372712434863,1.8092200236667814e-14,0.00015340343995339658,2.127004395410261e-16,1.8088248218939704e-17
455,3376.798,0.17932659293266484,1.790135008666049e-14,0.00015197587285843285,2.1096418684596505e-16,1.7959900188015176e-17
456,3378.7270000000003,0.17952981718382371,1.771340592442783e-14,0.00015056740634100636,2.0924819437686386e-16,1.783284649965043e-17
457,3380.656,0.179733294623437,1.7528404800523787e-14,0.000149178420234908,2.075530262095737e-16,1.770713492747127e-17
458,3382.5840000000003,0.17993691948085,1.734637928875867e-14,0.00014780926236015863,2.0587921010679118e-16,1.758281079736584e-17
459,3384.512,0.18014079709193068,1.7167173294650386e-14,0.00014645885891547775,2.0422553399186365e-16,1.7459790133171667e-17
460,3386.441,0.18034503332523302,1.6990638101034368e-14,0.00014512618294170286,2.0259083411835278e-16,1.733799198456897e-17
461,3388.369,0.18054941636155264,1.681690028804312e-14,0.00014381228291441908,2.0097649019920028e-16,1.721752479922743e-17
462,3390.298,0.1807541581585304,1.6645724573268347e-14,0.00014251546989021426,1.993805184659248e-16,1.709824607347448e-17
463,3392.2259999999997,0.1809590463882006,1.6477234805246527e-14,0.00014123676996101298,1.978042707919077e-16,1.6980262252210706e-17
464,3394.155,0.18116429354728864,1.631120388718861e-14,0.00013997454511041046,1.962458149598907e-16,1.6863434005118087e-17
465,3396.083,0.18136968679849647,1.6147752990712728e-14,0.00013872979958700257,1.9470647568838168e-16,1.6747865821015726e-17
466,3398.012,0.18157543917669913,1.5986662825524517e-14,0.00013750094425156464,1.9318437052220032e-16,1.6633421448464987e-17
